This file was created by CMPT_ME_BEME_RETS using the 202203 CRSP database.;;;;;;;;;;
The 1-month TBill return is from Ibbotson and Associates; Inc.;;;;;;;;;
;;;;;;;;;;
Fecha;Mkt-RF;SMB;HML;RF;;;;;;fecha
1/07/1926;2,96;-2,38;-2,73;0,22;;;;;;
1/08/1926;2,64;-1,47;4,14;0,25;;;;;;
1/09/1926;0,36;-1,39;0,12;0,23;;;;;;
1/10/1926;-3,24;-0,13;0,65;0,32;;;;;;
1/11/1926;2,53;-0,16;-0,38;0,31;;;;;;
1/12/1926;2,62;-0,02;0;0,28;;;;;;
1/01/1927;-0,06;-0,51;4,73;0,25;;;;;;
1/02/1927;4,18;-0,25;3,27;0,26;;;;;;
1/03/1927;0,13;-1,89;-2,56;0,3;;;;;;
1/04/1927;0,46;0,49;0,71;0,25;;;;;;
1/05/1927;5,44;1,46;4,98;0,3;;;;;;
1/06/1927;-2,34;0,51;-1,53;0,26;;;;;;
1/07/1927;7,26;-3,25;-1,14;0,3;;;;;;
1/08/1927;1,97;-0,69;-3,74;0,28;;;;;;
1/09/1927;4,76;-3,63;-0,63;0,21;;;;;;
1/10/1927;-4,31;2,12;-4,33;0,25;;;;;;
1/11/1927;6,58;2,72;-0,27;0,21;;;;;;
1/12/1927;2,09;0,97;-1,13;0,22;;;;;;
1/01/1928;-0,68;4,26;-0,75;0,25;;;;;;
1/02/1928;-1,7;-2,06;-0,65;0,33;;;;;;
1/03/1928;8,81;-0,26;-1,22;0,29;;;;;;
1/04/1928;4,23;3,98;3,44;0,22;;;;;;
1/05/1928;1,52;2,85;-3,27;0,32;;;;;;
1/06/1928;-4,85;-3,52;-0,03;0,31;;;;;;
1/07/1928;0,62;-1,32;-0,5;0,32;;;;;;
1/08/1928;6,68;-2,06;-2,15;0,32;;;;;;
1/09/1928;2,88;2,41;0,86;0,27;;;;;;
1/10/1928;1,33;2,22;-2,16;0,41;;;;;;
1/11/1928;11,81;-1,78;2,7;0,38;;;;;;
1/12/1928;0,36;-0,86;-0,65;0,06;;;;;;
1/01/1929;4,66;-3,56;-1,24;0,34;;;;;;
1/02/1929;-0,34;-0,38;1,66;0,36;;;;;;
1/03/1929;-0,89;-4,71;1,58;0,34;;;;;;
1/04/1929;1,43;-0,97;0,59;0,36;;;;;;
1/05/1929;-6,39;-5,37;-1,42;0,44;;;;;;
1/06/1929;9,7;-2,17;-2,79;0,52;;;;;;
1/07/1929;4,46;-3,85;2,66;0,33;;;;;;
1/08/1929;8,18;-9,51;0;0,4;;;;;;
1/09/1929;-5,47;1,18;-0,62;0,35;;;;;;
1/10/1929;-20,12;-4,01;7,77;0,46;;;;;;
1/11/1929;-12,74;-1,81;5,22;0,37;;;;;;
1/12/1929;1,33;-4,48;-0,59;0,37;;;;;;
1/01/1930;5,61;3,53;-0,92;0,14;;;;;;
1/02/1930;2,5;0,19;0,2;0,3;;;;;;
1/03/1930;7,1;3,41;0,33;0,35;;;;;;
1/04/1930;-2,06;-0,35;-0,35;0,21;;;;;;
1/05/1930;-1,66;-2,02;-0,71;0,26;;;;;;
1/06/1930;-16,27;-3,36;2,28;0,27;;;;;;
1/07/1930;4,12;-0,35;-1,54;0,2;;;;;;
1/08/1930;0,3;-2,23;-0,79;0,09;;;;;;
1/09/1930;-12,75;-2,22;-5,27;0,22;;;;;;
1/10/1930;-8,78;-0,12;-1,38;0,09;;;;;;
1/11/1930;-3,04;2,22;-3,52;0,13;;;;;;
1/12/1930;-7,83;-4,66;-5,38;0,14;;;;;;
1/01/1931;6,24;3,75;7,13;0,15;;;;;;
1/02/1931;10,88;3,38;1,6;0,04;;;;;;
1/03/1931;-6,43;3,06;-3,67;0,13;;;;;;
1/04/1931;-9,98;-4,63;-3,95;0,08;;;;;;
1/05/1931;-13,24;5,16;-6,59;0,09;;;;;;
1/06/1931;13,9;-5,36;11,34;0,08;;;;;;
1/07/1931;-6,62;1,49;-2,21;0,06;;;;;;
1/08/1931;0,41;-1,92;-1,54;0,03;;;;;;
1/09/1931;-29,13;0,48;-6,67;0,03;;;;;;
1/10/1931;8,04;-1,73;1,46;0,1;;;;;;
1/11/1931;-9,08;4,32;-5,06;0,17;;;;;;
1/12/1931;-13,53;-0,42;-9,05;0,12;;;;;;
1/01/1932;-1,58;3,85;9,16;0,23;;;;;;
1/02/1932;5,46;-2,87;-1,31;0,23;;;;;;
1/03/1932;-11,21;2,34;-2,44;0,16;;;;;;
1/04/1932;-17,96;1,51;1,32;0,11;;;;;;
1/05/1932;-20,51;4,12;-3,32;0,06;;;;;;
1/06/1932;-0,7;0,19;5,52;0,02;;;;;;
1/07/1932;33,84;-4,59;35,61;0,03;;;;;;
1/08/1932;37,06;13,41;34,24;0,03;;;;;;
1/09/1932;-2,94;-2,08;-7,36;0,03;;;;;;
1/10/1932;-13,17;-2,56;-10,33;0,02;;;;;;
1/11/1932;-5,88;2;-13,11;0,02;;;;;;
1/12/1932;4,4;-8,64;-7,72;0,01;;;;;;
1/01/1933;1,25;0,63;6,36;0,01;;;;;;
1/02/1933;-15,24;-2,58;-2,95;-0,03;;;;;;
1/03/1933;3,29;3,79;7,54;0,04;;;;;;
1/04/1933;38,85;3,07;19,65;0,1;;;;;;
1/05/1933;21,43;36,56;19,19;0,04;;;;;;
1/06/1933;13,11;8,42;-1,78;0,02;;;;;;
1/07/1933;-9,63;-1,05;3,27;0,02;;;;;;
1/08/1933;12,05;-5,39;3;0,03;;;;;;
1/09/1933;-10,65;-0,4;-11,74;0,02;;;;;;
1/10/1933;-8,36;-0,2;-8,57;0,01;;;;;;
1/11/1933;9,97;-6,47;2,32;0,02;;;;;;
1/12/1933;1,83;0,63;-1,56;0,02;;;;;;
1/01/1934;12,6;12,69;15,59;0,05;;;;;;
1/02/1934;-2,5;5,1;2;0,02;;;;;;
1/03/1934;0,09;2,51;-2,7;0,02;;;;;;
1/04/1934;-1,79;2,73;-3,73;0,01;;;;;;
1/05/1934;-7,25;-0,29;-5,89;0,01;;;;;;
1/06/1934;2,64;-2,23;-2,96;0,01;;;;;;
1/07/1934;-10,96;-6,71;-10,98;0,01;;;;;;
1/08/1934;5,58;5,24;0,68;0,01;;;;;;
1/09/1934;-0,23;-1,43;-1,31;0,01;;;;;;
1/10/1934;-1,66;1,53;-5,5;0,01;;;;;;
1/11/1934;8,33;6,31;-1,97;0,01;;;;;;
1/12/1934;0,36;2,99;-3,11;0,01;;;;;;
1/01/1935;-3,45;1,03;-1,83;0,01;;;;;;
1/02/1935;-1,94;0,56;-7,51;0,02;;;;;;
1/03/1935;-3,68;-3,59;-5,07;0,01;;;;;;
1/04/1935;9,06;-1,47;4,32;0,01;;;;;;
1/05/1935;3,47;-3,25;2,48;0,01;;;;;;
1/06/1935;5,93;-2,4;-1,88;0,01;;;;;;
1/07/1935;7,51;1,65;6,64;0,01;;;;;;
1/08/1935;2,65;6,11;5,9;0,01;;;;;;
1/09/1935;2,63;1,63;-4,01;0,01;;;;;;
1/10/1935;7,03;2,8;-2,44;0,01;;;;;;
1/11/1935;4,88;4,16;11,73;0,02;;;;;;
1/12/1935;4,56;0,4;1,06;0,01;;;;;;
1/01/1936;6,89;5,17;10,33;0,01;;;;;;
1/02/1936;2,49;1,42;4,87;0,01;;;;;;
1/03/1936;0,99;0,57;-1,62;0,02;;;;;;
1/04/1936;-8,14;-6,07;-2,08;0,02;;;;;;
1/05/1936;5,19;0,9;2,54;0,02;;;;;;
1/06/1936;2,4;-3,23;-1,22;0,03;;;;;;
1/07/1936;6,67;1;2,4;0,01;;;;;;
1/08/1936;0,99;0,6;3,82;0,02;;;;;;
1/09/1936;0,98;3,08;0,9;0,01;;;;;;
1/10/1936;7,12;-2,43;2,47;0,02;;;;;;
1/11/1936;3,27;8,77;-1,21;0,01;;;;;;
1/12/1936;0,21;3,96;4,3;0;;;;;;
1/01/1937;3,35;4,34;2,61;0,01;;;;;;
1/02/1937;1,09;1,05;4,83;0,02;;;;;;
1/03/1937;-0,27;-1,69;6,5;0,01;;;;;;
1/04/1937;-7,36;-3,83;-3,66;0,03;;;;;;
1/05/1937;-0,83;-0,68;-3,48;0,06;;;;;;
1/06/1937;-4,21;-3,76;-3,33;0,03;;;;;;
1/07/1937;8,91;0,89;0,81;0,03;;;;;;
1/08/1937;-4,86;0,44;-2,25;0,02;;;;;;
1/09/1937;-13,61;-6,98;-4,57;0,04;;;;;;
1/10/1937;-9,61;0,41;-1,55;0,02;;;;;;
1/11/1937;-8,31;-3,6;0,15;0,02;;;;;;
1/12/1937;-4,24;-7,74;-0,4;0;;;;;;
1/01/1938;0,49;4,84;-1,61;0;;;;;;
1/02/1938;5,84;0,4;-2,02;0;;;;;;
1/03/1938;-23,82;-4,34;-3,54;-0,01;;;;;;
1/04/1938;14,51;6,46;0,23;0,01;;;;;;
1/05/1938;-3,83;-2,51;-0,27;0;;;;;;
1/06/1938;23,87;4,3;0,32;0;;;;;;
1/07/1938;7,34;6,67;2,14;-0,01;;;;;;
1/08/1938;-2,67;-2,44;-4,73;0;;;;;;
1/09/1938;0,81;-2,73;-1,61;0,02;;;;;;
1/10/1938;7,8;5,79;5,07;0,01;;;;;;
1/11/1938;-1,72;-2,57;-1,21;-0,06;;;;;;
1/12/1938;4,19;-1,83;0,53;0;;;;;;
1/01/1939;-5,96;-1,53;-3,96;-0,01;;;;;;
1/02/1939;3,51;0,64;2,94;0,01;;;;;;
1/03/1939;-11,99;-4,72;-8,37;-0,01;;;;;;
1/04/1939;-0,18;1,66;-0,29;0;;;;;;
1/05/1939;6,8;2,78;0,53;0,01;;;;;;
1/06/1939;-5,31;-0,99;-5,45;0,01;;;;;;
1/07/1939;10,24;4,13;0,31;0;;;;;;
1/08/1939;-6,68;-4,68;-2,33;-0,01;;;;;;
1/09/1939;16,88;20,61;21,88;0,01;;;;;;
1/10/1939;-0,53;-0,16;-4,7;0;;;;;;
1/11/1939;-3,62;-5,22;-6,28;0;;;;;;
1/12/1939;3,03;0,87;-4,19;0;;;;;;
1/01/1940;-2,41;0,4;-1,09;0;;;;;;
1/02/1940;1,44;2,22;0,19;0;;;;;;
1/03/1940;2,05;1,26;-1,29;0;;;;;;
1/04/1940;0,22;4,01;-0,26;0;;;;;;
1/05/1940;-21,95;-6,61;-3,82;-0,02;;;;;;
1/06/1940;6,67;-1,72;3,88;0;;;;;;
1/07/1940;3,16;1,01;-0,74;0,01;;;;;;
1/08/1940;2,19;-0,11;0,56;-0,01;;;;;;
1/09/1940;2,39;3,22;-1,13;0;;;;;;
1/10/1940;3,02;0,28;4,64;0;;;;;;
1/11/1940;-1,61;1,94;0,12;0;;;;;;
1/12/1940;0,69;-2,15;-0,89;0;;;;;;
1/01/1941;-4,17;1;3,83;-0,01;;;;;;
1/02/1941;-1,43;-1,56;0,89;-0,01;;;;;;
1/03/1941;0,84;0,1;3,04;0,01;;;;;;
1/04/1941;-5,46;-1,68;3,41;-0,01;;;;;;
1/05/1941;1,39;-0,65;0,6;0;;;;;;
1/06/1941;5,83;1,32;0,59;0;;;;;;
1/07/1941;5,87;5,71;7,25;0,03;;;;;;
1/08/1941;-0,17;-0,42;-1,1;0,01;;;;;;
1/09/1941;-0,87;-0,99;-0,28;0,01;;;;;;
1/10/1941;-5,25;-2,02;1,63;0;;;;;;
1/11/1941;-1,92;-1,21;-0,64;0;;;;;;
1/12/1941;-4,87;-2,99;-5,94;0,01;;;;;;
1/01/1942;0,79;7,53;10,1;0,02;;;;;;
1/02/1942;-2,46;1,72;-1,13;0,01;;;;;;
1/03/1942;-6,58;1,77;-0,62;0,01;;;;;;
1/04/1942;-4,37;-0,6;2,09;0,01;;;;;;
1/05/1942;5,94;-3,05;-2,65;0,03;;;;;;
1/06/1942;2,69;-1,22;0,54;0,02;;;;;;
1/07/1942;3,51;-0,14;2,44;0,03;;;;;;
1/08/1942;1,8;-0,02;1,4;0,03;;;;;;
1/09/1942;2,61;0,55;2,28;0,03;;;;;;
1/10/1942;6,82;1,75;6,37;0,03;;;;;;
1/11/1942;0,15;-1,36;-4,05;0,03;;;;;;
1/12/1942;5,12;-2,56;0,54;0,03;;;;;;
1/01/1943;7,13;8,88;8,18;0,03;;;;;;
1/02/1943;6,15;4,7;6,33;0,03;;;;;;
1/03/1943;6,01;5,03;5,51;0,03;;;;;;
1/04/1943;0,81;2,02;5,76;0,03;;;;;;
1/05/1943;5,74;4,34;3,21;0,03;;;;;;
1/06/1943;1,82;-1,01;-0,7;0,03;;;;;;
1/07/1943;-4,77;-2,35;-2,3;0,03;;;;;;
1/08/1943;1,3;-0,6;-0,43;0,03;;;;;;
1/09/1943;2,4;1,3;1,43;0,03;;;;;;
1/10/1943;-1,15;0,58;1,64;0,03;;;;;;
1/11/1943;-5,91;-1,63;-4,03;0,03;;;;;;
1/12/1943;6,36;3,31;3,23;0,03;;;;;;
1/01/1944;1,74;2,54;2,17;0,03;;;;;;
1/02/1944;0,37;-0,11;0,83;0,03;;;;;;
1/03/1944;2,46;1,73;3,43;0,02;;;;;;
1/04/1944;-1,69;-1,38;-1,13;0,03;;;;;;
1/05/1944;5,07;1,66;1,04;0,03;;;;;;
1/06/1944;5,49;3,99;1,75;0,03;;;;;;
1/07/1944;-1,49;0,57;-0,48;0,03;;;;;;
1/08/1944;1,57;2,32;-1,44;0,03;;;;;;
1/09/1944;0,01;0,44;-0,97;0,02;;;;;;
1/10/1944;0,16;-0,11;-0,39;0,03;;;;;;
1/11/1944;1,71;0,23;2,52;0,03;;;;;;
1/12/1944;4,03;2,21;6,04;0,02;;;;;;
1/01/1945;2,01;2,44;0,63;0,03;;;;;;
1/02/1945;6,23;1,52;4,33;0,02;;;;;;
1/03/1945;-3,89;-1,61;-1,66;0,02;;;;;;
1/04/1945;7,8;0,31;3,24;0,03;;;;;;
1/05/1945;1,73;1,48;0,36;0,03;;;;;;
1/06/1945;0,39;3,06;4,23;0,02;;;;;;
1/07/1945;-2,17;-1,52;-2,62;0,03;;;;;;
1/08/1945;6,2;1,5;-4,27;0,03;;;;;;
1/09/1945;4,77;1,7;0,42;0,03;;;;;;
1/10/1945;3,89;2,38;2,13;0,03;;;;;;
1/11/1945;5,39;4,31;3,96;0,02;;;;;;
1/12/1945;1,2;2,1;-2,28;0,03;;;;;;
1/01/1946;6,24;3,91;2,48;0,03;;;;;;
1/02/1946;-5,83;-0,71;-1,46;0,03;;;;;;
1/03/1946;5,87;0,29;-0,54;0,03;;;;;;
1/04/1946;4,23;2,35;0,32;0,03;;;;;;
1/05/1946;3,93;1,46;1,28;0,03;;;;;;
1/06/1946;-3,89;-1,58;-0,39;0,03;;;;;;
1/07/1946;-2,69;-2,07;0,07;0,03;;;;;;
1/08/1946;-6,44;-1,84;0,55;0,03;;;;;;
1/09/1946;-10,17;-4,4;-1,92;0,03;;;;;;
1/10/1946;-1,44;0,1;3,46;0,03;;;;;;
1/11/1946;-0,01;-0,44;1,47;0,03;;;;;;
1/12/1946;4,96;0,08;-1,36;0,03;;;;;;
1/01/1947;1,25;2,2;-0,73;0,03;;;;;;
1/02/1947;-1,08;0,68;0,15;0,03;;;;;;
1/03/1947;-1,67;-1,62;0,61;0,03;;;;;;
1/04/1947;-4,8;-3,96;0,85;0,03;;;;;;
1/05/1947;-0,97;-3,26;0,33;0,03;;;;;;
1/06/1947;5,29;-0,3;-0,59;0,03;;;;;;
1/07/1947;4,14;1,43;2,82;0,03;;;;;;
1/08/1947;-1,74;0,32;0,18;0,03;;;;;;
1/09/1947;-0,54;1,64;1,36;0,06;;;;;;
1/10/1947;2,47;0,51;0,07;0,06;;;;;;
1/11/1947;-1,97;-1,71;1,1;0,06;;;;;;
1/12/1947;3;-2,46;3,71;0,08;;;;;;
1/01/1948;-3,93;2,5;1,39;0,07;;;;;;
1/02/1948;-4,38;-1,72;0,07;0,07;;;;;;
1/03/1948;8,07;0,14;4,5;0,09;;;;;;
1/04/1948;3,65;-1,65;4,11;0,08;;;;;;
1/05/1948;7,3;0,91;-1,27;0,08;;;;;;
1/06/1948;-0,1;-1,82;2,81;0,09;;;;;;
1/07/1948;-5,09;-0,33;0,14;0,08;;;;;;
1/08/1948;0,25;-1,11;0,28;0,09;;;;;;
1/09/1948;-2,97;-1,23;-1,71;0,04;;;;;;
1/10/1948;5,96;-1,5;0,58;0,04;;;;;;
1/11/1948;-9,3;-0,6;-4,13;0,04;;;;;;
1/12/1948;3,26;-2,82;-1,94;0,04;;;;;;
1/01/1949;0,23;1,77;1,23;0,1;;;;;;
1/02/1949;-2,93;-1,9;-0,86;0,09;;;;;;
1/03/1949;4,04;2,5;1,29;0,1;;;;;;
1/04/1949;-1,87;-0,89;-1,13;0,09;;;;;;
1/05/1949;-2,94;-0,79;-2,37;0,1;;;;;;
1/06/1949;0,1;-0,91;-1,65;0,1;;;;;;
1/07/1949;5,54;0,55;0,36;0,09;;;;;;
1/08/1949;2,6;0,13;-0,62;0,09;;;;;;
1/09/1949;3,09;1,06;0,24;0,09;;;;;;
1/10/1949;3,14;1,04;-0,47;0,09;;;;;;
1/11/1949;1,82;-1,02;-0,97;0,08;;;;;;
1/12/1949;5,13;2,08;1,79;0,09;;;;;;
1/01/1950;1,7;3,34;0,13;0,09;;;;;;
1/02/1950;1,48;0,01;-0,81;0,09;;;;;;
1/03/1950;1,26;-1,43;-2,81;0,1;;;;;;
1/04/1950;3,94;2,01;1,37;0,09;;;;;;
1/05/1950;4,31;-2,12;0,45;0,1;;;;;;
1/06/1950;-5,94;-2,36;-0,73;0,1;;;;;;
1/07/1950;1,36;0,69;13,56;0,1;;;;;;
1/08/1950;4,85;0,76;-1,5;0,1;;;;;;
1/09/1950;4,81;0,49;-1,07;0,1;;;;;;
1/10/1950;-0,18;-0,47;1,3;0,12;;;;;;
1/11/1950;2,76;-0,89;3,33;0,11;;;;;;
1/12/1950;5,54;1,47;7,36;0,11;;;;;;
1/01/1951;5,7;1,76;3,64;0,13;;;;;;
1/02/1951;1,41;0,08;-2,85;0,1;;;;;;
1/03/1951;-2,15;-0,77;-4,1;0,11;;;;;;
1/04/1951;4,86;-1,45;3,27;0,13;;;;;;
1/05/1951;-2,34;0;-1,37;0,12;;;;;;
1/06/1951;-2,62;-2,06;-3,75;0,12;;;;;;
1/07/1951;6,94;-1,99;2,06;0,13;;;;;;
1/08/1951;4,27;0,99;-0,13;0,13;;;;;;
1/09/1951;0,7;1,87;0,63;0,12;;;;;;
1/10/1951;-2,53;-0,22;0,23;0,16;;;;;;
1/11/1951;0,57;-0,32;-0,06;0,11;;;;;;
1/12/1951;3,33;-2,26;-1,59;0,12;;;;;;
1/01/1952;1,45;-0,61;1,55;0,15;;;;;;
1/02/1952;-2,62;0,82;-0,61;0,12;;;;;;
1/03/1952;4,44;-2,99;2,17;0,11;;;;;;
1/04/1952;-4,97;0,46;-0,1;0,12;;;;;;
1/05/1952;3,2;-1;0,04;0,13;;;;;;
1/06/1952;3,83;-1,64;1,24;0,15;;;;;;
1/07/1952;0,91;-0,4;-0,35;0,15;;;;;;
1/08/1952;-0,76;1,15;0,01;0,15;;;;;;
1/09/1952;-2,03;1,11;-1,52;0,16;;;;;;
1/10/1952;-0,66;-1,05;-0,46;0,14;;;;;;
1/11/1952;5,94;-0,72;0,97;0,1;;;;;;
1/12/1952;2,93;-1,48;0,19;0,16;;;;;;
1/01/1953;-0,34;3,61;1,32;0,16;;;;;;
1/02/1953;-0,27;2,15;-0,09;0,14;;;;;;
1/03/1953;-1,43;-0,22;-0,85;0,18;;;;;;
1/04/1953;-2,83;0,3;1,57;0,16;;;;;;
1/05/1953;0,52;-0,07;0,23;0,17;;;;;;
1/06/1953;-1,89;-1,87;-0,47;0,18;;;;;;
1/07/1953;2,4;-0,99;-0,22;0,15;;;;;;
1/08/1953;-4,52;0,3;-3,54;0,17;;;;;;
1/09/1953;0,2;-0,82;-2,44;0,16;;;;;;
1/10/1953;4,6;-1,37;-0,24;0,13;;;;;;
1/11/1953;2,83;-1,32;-0,15;0,08;;;;;;
1/12/1953;0,03;-0,86;-2,82;0,13;;;;;;
1/01/1954;5,13;0,5;3,42;0,11;;;;;;
1/02/1954;1,67;-0,2;-0,28;0,07;;;;;;
1/03/1954;3,65;-0,52;-1,5;0,08;;;;;;
1/04/1954;4,27;-3,42;-0,34;0,09;;;;;;
1/05/1954;3,09;0,41;2,46;0,05;;;;;;
1/06/1954;1,07;0,39;0;0,06;;;;;;
1/07/1954;4,99;1,06;4,13;0,05;;;;;;
1/08/1954;-2,34;2,69;-1,38;0,05;;;;;;
1/09/1954;6,39;-2,53;0,68;0,09;;;;;;
1/10/1954;-1,67;0,62;0,67;0,07;;;;;;
1/11/1954;9,38;-2,62;4,4;0,06;;;;;;
1/12/1954;5,48;2,12;5,66;0,08;;;;;;
1/01/1955;0,6;0,36;2,14;0,08;;;;;;
1/02/1955;3,02;1,59;0,58;0,09;;;;;;
1/03/1955;-0,16;-0,74;1,97;0,1;;;;;;
1/04/1955;3,11;-1,62;0,68;0,1;;;;;;
1/05/1955;0,93;-0,28;-0,96;0,14;;;;;;
1/06/1955;6,55;-4,65;1,84;0,1;;;;;;
1/07/1955;1,9;-1,15;0,39;0,1;;;;;;
1/08/1955;0,21;-0,44;0,72;0,16;;;;;;
1/09/1955;-0,36;0,28;-0,98;0,16;;;;;;
1/10/1955;-2,68;1,52;-0,11;0,18;;;;;;
1/11/1955;7,03;-2,19;0,33;0,17;;;;;;
1/12/1955;1,49;2,11;-2,31;0,18;;;;;;
1/01/1956;-3,03;0,41;0,93;0,22;;;;;;
1/02/1956;3,77;-0,98;-0,39;0,19;;;;;;
1/03/1956;6,64;-2,11;-0,45;0,15;;;;;;
1/04/1956;0,28;0,04;-0,22;0,19;;;;;;
1/05/1956;-5,2;1,46;-1,34;0,23;;;;;;
1/06/1956;3,48;-1,48;-1,1;0,2;;;;;;
1/07/1956;4,84;-1,68;-0,01;0,22;;;;;;
1/08/1956;-3,18;1,91;-0,78;0,17;;;;;;
1/09/1956;-5,14;1,54;1,76;0,18;;;;;;
1/10/1956;0,52;-0,11;-0,01;0,25;;;;;;
1/11/1956;0,36;-0,16;1,76;0,2;;;;;;
1/12/1956;3,16;-0,04;-2,08;0,24;;;;;;
1/01/1957;-3,58;3,32;2,79;0,27;;;;;;
1/02/1957;-2,06;-0,64;-0,79;0,24;;;;;;
1/03/1957;2,13;0,31;-0,49;0,23;;;;;;
1/04/1957;4,26;-1,6;-1,43;0,25;;;;;;
1/05/1957;3,45;-1,02;-2,12;0,26;;;;;;
1/06/1957;-0,74;0,54;0,03;0,24;;;;;;
1/07/1957;0,66;-0,76;0,43;0,3;;;;;;
1/08/1957;-5,11;0,05;-0,41;0,25;;;;;;
1/09/1957;-5,98;0,08;0,92;0,26;;;;;;
1/10/1957;-4,32;-2,52;-1,8;0,29;;;;;;
1/11/1957;2,3;0,4;-2,87;0,28;;;;;;
1/12/1957;-3,91;-0,98;-1,62;0,24;;;;;;
1/01/1958;4,66;4,39;4,19;0,28;;;;;;
1/02/1958;-1,52;0,65;0,33;0,12;;;;;;
1/03/1958;3,27;0,65;-0,97;0,09;;;;;;
1/04/1958;3,09;-0,62;1,61;0,08;;;;;;
1/05/1958;2,31;2,16;-0,26;0,11;;;;;;
1/06/1958;2,93;-0,19;0,4;0,03;;;;;;
1/07/1958;4,39;0,48;3,1;0,07;;;;;;
1/08/1958;1,91;1,18;0,38;0,04;;;;;;
1/09/1958;4,66;0,13;2,86;0,19;;;;;;
1/10/1958;2,53;1,08;-1,23;0,18;;;;;;
1/11/1958;3,01;1,97;-1,2;0,11;;;;;;
1/12/1958;5,15;-2,03;0,03;0,22;;;;;;
1/01/1959;0,71;3,02;2,93;0,21;;;;;;
1/02/1959;0,95;1,46;1,15;0,19;;;;;;
1/03/1959;0,28;1,49;-0,35;0,22;;;;;;
1/04/1959;3,66;-0,6;-1,23;0,2;;;;;;
1/05/1959;1,73;-2,16;1,81;0,22;;;;;;
1/06/1959;-0,25;0,67;1,31;0,25;;;;;;
1/07/1959;3,17;-0,3;0,23;0,25;;;;;;
1/08/1959;-1,39;-0,77;0,42;0,19;;;;;;
1/09/1959;-4,8;-0,09;0,54;0,31;;;;;;
1/10/1959;1,28;1,45;-2,06;0,3;;;;;;
1/11/1959;1,6;1,24;-3,19;0,26;;;;;;
1/12/1959;2,45;-0,58;-0,06;0,34;;;;;;
1/01/1960;-6,98;2,08;2,73;0,33;;;;;;
1/02/1960;1,17;0,51;-1,91;0,29;;;;;;
1/03/1960;-1,63;-0,48;-2,88;0,35;;;;;;
1/04/1960;-1,71;0,33;-2,26;0,19;;;;;;
